pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
Kepler-275,b,Transit,10.300682,0.098,,,,1.24,2014-05-14,
Kepler-275,d,Transit,35.676062,0.224,,,,1.24,2014-05-14,
Kepler-275,c,Transit,16.088134,0.132,,,,1.24,2014-05-14,
Kepler-1308,b,Transit,2.10433812,,,,73.,0.35,2016-05-10,
Kepler-788,b,Transit,8.39846269,,,,1649.,1.16,2016-05-10,
Kepler-795,b,Transit,29.6193421,,,,458.,0.94,2016-05-10,
Kepler-542,b,Transit,13.14497566,,,,439.,0.93,2016-05-10,
Kepler-1493,b,Transit,15.0217983,,,,572.,1.06,2016-05-10,
Kepler-787,b,Transit,0.9283105,,,,468.,0.65,2016-05-10,
Kepler-1171,b,Transit,1.44259224,,,,615.,1.58,2016-05-10,
KIC 3558849,b,Transit,1322.3,,,,,0.98,2016-01-05,
Kepler-1110,b,Transit,9.69312032,,,,726.,0.73,2016-05-10,
Kepler-415,b,Transit Timing Variations,4.176,,,0.377,,0.67,2014-05-28,
Kepler-415,c,Transit Timing Variations,8.708,,,,,0.67,2014-05-28,
Kepler-1487,b,Transit,7.31946363,,,,1094.,1.38,2016-05-10,
Kepler-467,b,Transit,24.99324193,,,,458.,1.05,2016-05-10,
Kepler-576,b,Transit,29.91136794,,,,698.,0.99,2016-05-10,
Kepler-371,b,Transit,34.763278,0.2,,,,0.94,2014-05-14,
Kepler-371,c,Transit,67.968015,0.313,,,,0.94,2014-05-14,
Kepler-93,b,Transit,4.72673978,0.053,0.,0.01265,,0.91,2015-04-16,
Kepler-93,c,Radial Velocity,1460.,,,3.,,0.91,2014-05-14,
HAT-P-1,b,Transit,4.46529976,0.05561,,0.525,139.,1.15,2015-09-10,
Kepler-198,c,Transit,49.567416,0.259,,,,0.93,2014-05-14,
Kepler-198,d,Transit,1.31184443,,,,,0.93,2016-05-10,
Kepler-198,b,Transit,17.790037,0.131,,,,0.93,2014-05-14,
Kepler-278,b,Transit,30.160546,0.207,,,,,2014-05-14,
Kepler-278,c,Transit,51.078775,0.294,,,,,2014-05-14,
Kepler-503,b,Transit,7.25844721,,,,888.,1.01,2016-05-10,
Kepler-146,b,Transit,31.158799,0.2,,,,,2014-05-14,
Kepler-146,c,Transit,76.732171,0.364,,,,,2014-05-14,
Kepler-21,b,Transit,2.78578,0.042717,0.02,0.01598,113.,1.41,2016-10-06,8.86
Kepler-377,b,Transit,12.509529,0.109,,,,0.88,2014-05-14,
Kepler-377,c,Transit,27.014976,0.182,,,,0.88,2014-05-14,
Kepler-516,b,Transit,24.85462415,,,,777.,1.62,2016-05-10,
Kepler-1410,b,Transit,60.866168,,,,367.,0.63,2016-05-10,
Kepler-1464,c,Transit,5.32786292,,,,692.,1.02,2016-05-10,
Kepler-1464,b,Transit,31.7785901,,,,692.,1.02,2016-05-10,
Kepler-793,b,Transit,4.24153639,,,,794.,0.98,2016-05-10,
Kepler-1495,b,Transit,85.273256,,,,1307.,1.03,2016-05-10,
Kepler-1600,b,Transit,386.370548,,,,992.,0.86,2016-05-10,
Kepler-1065,b,Transit,3.60930891,,,,1078.,0.94,2016-05-10,
Kepler-1065,c,Transit,2.37030743,,,,1078.,0.94,2016-05-10,
Kepler-135,b,Transit,6.00253,0.067,,,,,2014-05-14,
Kepler-135,c,Transit,11.448708,0.103,,,,,2014-05-14,
Kepler-1272,b,Transit,51.1309704,,,,896.,1.06,2016-05-10,
Kepler-792,b,Transit,11.30119217,,,,1205.,1.09,2016-05-10,
Kepler-785,b,Transit,1.97376093,,,,666.,0.77,2016-05-10,
Kepler-543,b,Transit,13.89961966,,,,212.,0.7,2016-05-10,
Kepler-1526,b,Transit,3.908632,,,,576.,0.73,2016-05-10,
Kepler-790,b,Transit,13.73469807,,,,727.,0.84,2016-05-10,
Kepler-1552,b,Transit,184.771853,,,,618.,0.85,2016-05-10,
Kepler-157,c,Transit,13.5405,0.11,,,,,2014-05-14,
Kepler-157,b,Transit,1.732342,0.028,,,,,2014-05-14,
Kepler-157,d,Transit,7.02573474,,,,,,2016-05-10,
Kepler-493,b,Transit,3.00387658,,,,1942.,1.36,2016-05-10,
Kepler-1535,b,Transit,138.9442,,,,879.,1.08,2016-05-10,
Kepler-1183,b,Transit,28.5057189,,,,1378.,1.,2016-05-10,
Kepler-1164,b,Transit,3.97599768,,,,447.,0.85,2016-05-10,
Kepler-1406,b,Transit,11.62905828,,,,587.,1.05,2016-05-10,
Kepler-497,b,Transit,3.57320367,,,,1070.,1.09,2016-05-10,
Kepler-555,b,Transit,16.21775407,,,,772.,1.03,2016-05-10,
Kepler-786,b,Transit,53.5293487,,,,512.,0.81,2016-05-10,
Kepler-556,b,Transit,11.72292176,,,,729.,1.,2016-05-10,
Kepler-473,b,Transit,14.55731705,,,,641.,1.06,2016-05-10,
Kepler-379,b,Transit,20.09838,0.152,,,,1.08,2014-05-14,
Kepler-379,c,Transit,62.784697,0.326,,,,1.08,2014-05-14,
Kepler-789,b,Transit,8.63847725,,,,915.,1.01,2016-05-10,
Kepler-30,d,Transit,143.34394,0.5,0.022,0.073,1400.,0.99,2014-05-14,
Kepler-30,b,Transit,29.33434,0.18,0.042,0.036,1400.,0.99,2014-05-14,
Kepler-30,c,Transit,60.323105,0.3,0.0111,2.01,1400.,0.99,2014-05-14,
Kepler-1403,b,Transit,5.19492202,,,,1801.,1.11,2016-05-10,
HD 45350,b,Radial Velocity,963.6,1.92,0.778,1.79,48.95,1.02,2014-09-18,20.43
HAT-P-53,b,Transit,1.9616241,0.03159,0.134,1.484,719.,1.09,2015-11-19,
Kepler-794,b,Transit,11.13125132,,,,763.,1.19,2016-05-10,
Kepler-1553,b,Transit,4.24261881,,,,719.,0.85,2016-05-10,
Kepler-686,b,Transit,1.59474546,,,,1203.,0.94,2016-05-10,
Kepler-791,b,Transit,14.5539759,,,,1447.,1.3,2016-05-10,
Kepler-317,b,Transit,5.524242,0.061,,,,0.95,2014-05-14,
Kepler-317,c,Transit,8.77501,0.083,,,,0.95,2014-05-14,
Kepler-276,b,Transit,14.12841,0.119,,,,1.1,2014-05-14,
Kepler-276,d,Transit,48.648,,,0.051,,1.1,2014-05-14,
Kepler-276,c,Transit,31.884,,,0.052,,1.1,2014-05-14,
Kepler-1382,b,Transit,16.3583055,,,,730.,1.36,2016-05-10,
Kepler-544,b,Transit,21.41616926,,,,797.,1.16,2016-05-10,
Kepler-577,b,Transit,25.69578251,,,,549.,0.78,2016-05-10,
Kepler-277,c,Transit,33.006,,,0.202,,1.12,2014-05-14,
Kepler-277,b,Transit,17.324,,,0.275,,1.12,2014-05-14,
Kepler-147,c,Transit,33.416423,0.216,,,,1.01,2014-05-14,
Kepler-147,b,Transit,12.610584,0.113,,,,1.01,2014-05-14,
XO-5,b,Transit,4.1877558,0.0515,0.,1.19,260.,1.04,2015-02-12,
Kepler-1549,b,Transit,214.886545,,,,792.,0.88,2016-05-10,
Kepler-495,b,Transit,3.41303622,,,,630.,0.86,2016-05-10,
Kepler-58,b,Transit,10.2184954,,,1.39,,0.95,2014-05-14,
Kepler-58,d,Transit,40.101371,0.236,,,,0.95,2014-05-14,
Kepler-58,c,Transit,15.5741568,,,2.19,,0.95,2014-05-14,
Kepler-1053,b,Transit,2.41435165,,,,171.,0.74,2016-05-10,
Kepler-995,b,Transit,28.26731672,,,,659.,0.83,2016-05-10,
Kepler-1107,b,Transit,0.57103852,,,,457.,0.86,2016-05-10,
Kepler-796,b,Transit,6.40087618,,,,377.,0.93,2016-05-10,
Kepler-687,b,Transit,20.50586978,,,,628.,0.77,2016-05-10,
Kepler-817,b,Transit,3.99010623,,,,1401.,1.03,2016-05-10,
Kepler-819,b,Transit,33.1995648,,,,722.,0.86,2016-05-10,
Kepler-816,b,Transit,10.50682565,,,,1059.,0.9,2016-05-10,
Kepler-823,b,Transit,4.16809082,,,,896.,0.98,2016-05-10,
Kepler-820,b,Transit,127.8338098,,,,989.,1.23,2016-05-10,
Kepler-416,c,Transit Timing Variations,12.209,,,,,1.,2014-05-28,
Kepler-416,b,Transit Timing Variations,6.319,,,0.183,,1.,2014-05-28,
Kepler-1139,b,Transit,0.81316672,,,,555.,0.94,2016-05-10,
14 And,b,Radial Velocity,185.84,0.83,0.,4.8,76.39,2.2,2014-05-14,13.09
Kepler-826,b,Transit,4.48758907,,,,649.,1.05,2016-05-10,
Kepler-510,b,Transit,19.55659418,,,,378.,0.91,2016-05-10,
Kepler-1373,b,Transit,1.29123275,,,,1112.,1.22,2016-05-10,
Kepler-472,b,Transit,4.17625551,,,,302.,0.85,2016-05-10,
Kepler-597,b,Transit,13.02365861,,,,660.,0.97,2016-05-10,
Kepler-1405,b,Transit,28.2274184,,,,1605.,1.05,2016-05-10,
Kepler-1326,b,Transit,42.3514267,,,,910.,1.45,2016-05-10,
Kepler-235,c,Transit,7.824904,0.065,,,,0.59,2014-05-14,
Kepler-235,e,Transit,46.183669,0.213,,,,0.59,2014-05-14,
Kepler-235,d,Transit,20.060548,0.122,,,,0.59,2014-05-14,
Kepler-235,b,Transit,3.340222,0.037,,,,0.59,2014-05-14,
Kepler-442,b,Transit,112.3053,0.409,0.04,,342.,0.61,2015-01-06,
Kepler-1513,b,Transit,160.88465087,,,,384.,0.99,2016-05-10,
Kepler-1143,c,Transit,210.630591,,,,632.,0.81,2016-05-10,
Kepler-1143,b,Transit,2.88890485,,,,632.,0.81,2016-05-10,
Kepler-331,c,Transit,17.28111,0.105,,,,0.51,2014-05-14,
Kepler-331,b,Transit,8.457496,0.065,,,,0.51,2014-05-14,
Kepler-331,d,Transit,32.134328,0.159,,,,0.51,2014-05-14,
Kepler-688,b,Transit,3.89593684,,,,1247.,0.98,2016-05-10,
Kepler-183,b,Transit,5.687945,0.064,,,,,2014-05-14,
Kepler-183,c,Transit,11.637071,0.103,,,,,2014-05-14,
Kepler-1502,b,Transit,41.7083629,,,,1540.,1.44,2016-05-10,
Kepler-1185,b,Transit,104.3518976,,,,296.,0.96,2016-05-10,
Kepler-1113,b,Transit,42.3004954,,,,1127.,1.12,2016-05-10,
Kepler-120,b,Transit,6.312501,0.055,,,,,2014-05-14,
Kepler-120,c,Transit,12.794585,0.088,,,,,2014-05-14,
Kepler-818,b,Transit,10.03538581,,,,967.,0.94,2016-05-10,
Kepler-1531,b,Transit,1.13854338,,,,670.,1.16,2016-05-10,
Kepler-908,b,Transit,1.34059747,,,,250.,1.11,2016-05-10,
Kepler-821,b,Transit,1.92279873,,,,619.,0.84,2016-05-10,
KELT-1,b,Transit,1.217514,0.02466,0.0099,27.23,262.,1.32,2014-05-14,
Kepler-1469,b,Transit,21.8635301,,,,1255.,0.92,2016-05-10,
Kepler-1109,b,Transit,37.6467384,,,,797.,1.05,2016-05-10,
Kepler-825,b,Transit,3.77360059,,,,820.,1.03,2016-05-10,
Kepler-825,c,Transit,8.1818246,,,,820.,1.03,2016-05-10,
Kepler-1128,b,Transit,61.6178167,,,,1163.,0.94,2016-05-10,
Kepler-1608,b,Transit,16.4735686,,,,832.,0.75,2016-05-10,
Kepler-1304,b,Transit,16.1288853,,,,682.,0.85,2016-05-10,
HAT-P-15,b,Transit,10.863502,0.0964,0.19,1.946,190.,1.01,2014-05-14,
Kepler-25,b,Transit,6.2385,,,0.0302,,1.19,2016-10-27,
Kepler-25,d,Radial Velocity,123.,,,0.283,,1.19,2014-05-14,
Kepler-25,c,Transit,12.7204,,,0.0774,,1.19,2016-10-27,
Kepler-1524,b,Transit,70.9674603,,,,506.,1.17,2016-05-10,
Kepler-689,b,Transit,22.36656079,,,,1044.,0.91,2016-05-10,
Kepler-1155,b,Transit,33.469743,,,,987.,1.03,2016-05-10,
Kepler-1181,b,Transit,4.89337519,,,,867.,1.17,2016-05-10,
Kepler-1384,b,Transit,15.36262753,,,,618.,0.78,2016-05-10,
Kepler-624,b,Transit,14.58649607,,,,731.,1.1,2016-05-10,
Kepler-822,b,Transit,3.22296927,,,,956.,1.06,2016-05-10,
Kepler-1623,b,Transit,4.36128348,,,,986.,1.,2016-05-10,
Kepler-578,b,Transit,1.6168837,,,,568.,0.87,2016-05-10,
Kepler-288,b,Transit,6.097326,0.065,,,,0.89,2014-05-14,
Kepler-288,d,Transit,56.633742,0.287,,,,0.89,2014-05-14,
Kepler-288,c,Transit,19.305772,0.14,,,,0.89,2014-05-14,
Kepler-1581,b,Transit,6.28385491,,,,443.,1.12,2016-05-10,
Kepler-76,b,Orbital Brightness Modulation,1.5449298,0.0274,,2.01,,1.2,2015-10-15,
Kepler-1060,b,Transit,46.8779367,,,,861.,0.99,2016-05-10,
Kepler-625,c,Transit,4.1653651,,,,502.,1.04,2016-05-10,
Kepler-625,b,Transit,7.75192492,,,,502.,1.04,2016-05-10,
Kepler-1609,b,Transit,114.34219,,,,1483.,1.18,2016-05-10,
Kepler-121,b,Transit,3.177422,0.039,,,,,2014-05-14,
Kepler-121,c,Transit,41.008011,0.216,,,,,2014-05-14,
Kepler-350,b,Transit,11.189562,0.104,,,,1.,2014-05-14,
Kepler-350,d,Transit,26.136,,,0.047,,1.,2014-05-14,
Kepler-350,c,Transit,17.849,,,0.019,,1.,2014-05-14,
Kepler-626,b,Transit,14.48585199,,,,690.,1.01,2016-05-10,
Kepler-824,b,Transit,4.51436633,,,,1352.,1.15,2016-05-10,
Kepler-1500,b,Transit,15.0330105,,,,904.,1.,2016-05-10,
Kepler-627,b,Transit,40.6994443,,,,1143.,1.3,2016-05-10,
Kepler-319,b,Transit,4.362705,0.051,,,,1.29,2014-05-14,
Kepler-319,d,Transit,31.781925,0.191,,,,1.29,2014-05-14,
Kepler-319,c,Transit,6.941357,0.069,,,,1.29,2014-05-14,
Kepler-690,b,Transit,7.74809437,,,,1653.,1.11,2016-05-10,
Kepler-158,b,Transit,16.709184,0.111,,,,,2014-05-14,
Kepler-158,c,Transit,28.551383,0.158,,,,,2014-05-14,
Kepler-887,c,Transit,7.63846023,,,,831.,1.19,2016-05-10,
Kepler-887,b,Transit,20.42228798,,,,831.,1.19,2016-05-10,
Kepler-1042,b,Transit,10.13202575,,,,659.,0.75,2016-05-10,
Kepler-168,c,Transit,13.193242,0.116,,,,,2014-05-14,
Kepler-168,b,Transit,4.425391,0.056,,,,,2014-05-14,
Kepler-628,b,Transit,15.4580567,,,,579.,1.,2016-05-10,
Kepler-1154,c,Transit,8.45808312,,,,1531.,1.26,2016-05-10,
Kepler-1154,b,Transit,5.1856142,,,,1531.,1.26,2016-05-10,
Kepler-1470,b,Transit,16.2950903,,,,569.,0.8,2016-05-10,
Kepler-1625,b,Transit,287.378949,,,,1213.,0.96,2016-05-10,
Kepler-236,b,Transit,8.295611,0.065,,,,0.56,2014-05-14,
Kepler-236,c,Transit,23.968127,0.132,,,,0.56,2014-05-14,
Kepler-1551,b,Transit,24.4973698,,,,1560.,1.14,2016-05-10,
Kepler-621,b,Transit,2.62811375,,,,389.,0.72,2016-05-10,
Kepler-630,b,Transit,161.4743937,,,,657.,1.02,2016-05-10,
Kepler-629,b,Transit,7.2385854,,,,383.,0.93,2016-05-10,
Kepler-122,e,Transit,37.993273,0.227,,,,0.99,2014-05-14,
Kepler-122,d,Transit,21.587475,0.155,,,,0.99,2014-05-14,
Kepler-122,c,Transit,12.465988,0.108,,,,0.99,2014-05-14,
Kepler-122,b,Transit,5.766193,0.064,,,,0.99,2014-05-14,
Kepler-122,f,Transit Timing Variations,56.268,,,0.113,,0.99,2014-05-28,
Kepler-579,b,Transit,9.66857723,,,,663.,0.99,2016-05-10,
PH1,b,Transit,138.317,0.652,0.0702,0.531,1000.,1.53,2014-05-14,
Kepler-1330,b,Transit,10.10769068,,,,939.,0.97,2016-05-10,
Kepler-80,b,Transit,7.05246,0.0648,,0.0218,357.,0.73,2016-08-04,
Kepler-80,c,Transit,9.52355,0.0792,,0.02121,357.,0.73,2016-08-04,
Kepler-80,e,Transit,4.64489,0.0491,,0.01299,357.,0.73,2016-08-04,
Kepler-80,f,Transit,0.9867873,0.0175,,,357.,0.73,2016-08-04,
Kepler-80,d,Transit,3.07222,0.0372,,0.02124,357.,0.73,2016-08-04,
Kepler-1026,b,Transit,36.5156053,,,,389.,0.79,2016-05-10,
Kepler-1291,b,Transit,8.63043276,,,,982.,0.84,2016-05-10,
Kepler-328,c,Transit,71.312,,,0.124,,1.15,2014-05-14,
Kepler-328,b,Transit,34.921,,,0.09,,1.15,2014-05-14,
Kepler-691,b,Transit,8.114379,,,,239.,0.53,2016-05-10,
Kepler-923,b,Transit,6.93366476,,,,966.,1.11,2016-05-10,
Kepler-103,c,Transit,179.612,,,0.114,,1.09,2014-05-14,
Kepler-103,b,Transit,15.9654,,,0.031,,1.09,2014-05-14,
Kepler-1300,b,Transit,22.2419092,,,,757.,1.29,2016-05-10,
Kepler-1032,b,Transit,3.29011795,,,,607.,0.77,2016-05-10,
Kepler-906,b,Transit,41.6979976,,,,758.,1.06,2016-05-10,
Kepler-1017,b,Transit,7.23400469,,,,554.,0.93,2016-05-10,
Kepler-1225,b,Transit,7.01075434,,,,1241.,1.13,2016-05-10,
Kepler-1393,b,Transit,2.44357812,,,,462.,0.95,2016-05-10,
Kepler-1115,b,Transit,23.5540725,,,,935.,1.6,2016-05-10,
Kepler-692,b,Transit,21.81293494,,,,1000.,0.9,2016-05-10,
Kepler-1238,b,Transit,4.14787559,,,,1533.,1.3,2016-05-10,
Kepler-475,b,Transit,3.10550819,,,,280.,0.86,2016-05-10,
Kepler-1556,b,Transit,8.82713457,,,,1060.,0.97,2016-05-10,
Kepler-974,b,Transit,4.19449651,,,,121.,0.52,2016-05-10,
Kepler-631,b,Transit,17.97979059,,,,843.,1.24,2016-05-10,
Kepler-1424,b,Transit,29.6091744,,,,620.,1.02,2016-05-10,
Kepler-199,c,Transit,67.093408,0.316,,,,,2014-05-14,
Kepler-199,b,Transit,23.637604,0.158,,,,,2014-05-14,
Kepler-130,c,Transit,27.50868,0.178,0.,,,1.,2014-05-14,
Kepler-130,d,Transit,87.517905,0.377,,,,1.,2014-05-14,
Kepler-130,b,Transit,8.457458,0.079,,,,1.,2014-05-14,
Kepler-955,b,Transit,14.53244172,,,,637.,0.89,2016-05-10,
Kepler-109,b,Transit,6.48163,,,,,1.04,2016-10-13,
Kepler-109,c,Transit,21.2227,,,,,1.04,2016-10-13,
Kepler-632,b,Transit,30.99660733,,,,349.,0.91,2016-05-10,
Kepler-1567,b,Transit,153.979578,,,,1226.,0.95,2016-05-10,
Kepler-1316,b,Transit,87.9732136,,,,753.,1.04,2016-05-10,
Kepler-340,c,Transit,22.824669,0.178,,,,2.11,2014-05-14,
Kepler-340,b,Transit,14.844387,0.134,,,,2.11,2014-05-14,
Kepler-1324,b,Transit,4.11584468,,,,522.,0.78,2016-05-10,
Kepler-305,d,Transit,16.738661,0.121,,,,0.76,2014-05-14,
Kepler-305,b,Transit,5.487,,,0.033,,0.76,2014-05-14,
Kepler-305,c,Transit,8.291,,,0.019,,0.76,2014-05-14,
Kepler-398,d,Transit,6.83437001,,,,,,2016-05-10,
Kepler-398,b,Transit,4.081423,0.044,,,,,2014-05-14,
Kepler-398,c,Transit,11.419412,0.087,,,,,2014-05-14,
Kepler-891,b,Transit,53.44945593,,,,1372.,1.06,2016-05-10,
Kepler-693,b,Transit,15.37563332,,,,1002.,0.76,2016-05-10,
Kepler-1279,b,Transit,23.4774101,,,,1017.,1.21,2016-05-10,
Kepler-1576,b,Transit,6.98471973,,,,539.,1.05,2016-05-10,
Kepler-1378,b,Transit,11.95398936,,,,562.,0.7,2016-05-10,
Kepler-1508,b,Transit,20.7056504,,,,892.,1.14,2016-05-10,
Kepler-1320,b,Transit,0.86838653,,,,771.,0.8,2016-05-10,
KELT-3,b,Transit,2.7033904,0.04122,0.,1.477,178.,1.28,2014-05-14,
Kepler-904,b,Transit,3.02166863,,,,1151.,1.16,2016-05-10,
Kepler-924,b,Transit,61.0370117,,,,995.,1.14,2016-05-10,
Kepler-1451,b,Transit,35.622233,,,,1159.,1.,2016-05-10,
Kepler-307,b,Transit,10.4208,,,0.02341,,0.91,2016-04-07,
Kepler-307,c,Transit,13.0729,,,0.01145,,0.91,2016-04-07,
Kepler-694,b,Transit,6.36584161,,,,1023.,0.97,2016-05-10,
Kepler-237,b,Transit,4.715106,0.05,,,,0.7,2014-05-14,
Kepler-237,c,Transit,8.103636,0.071,,,,0.7,2014-05-14,
Kepler-1602,b,Transit,11.17931605,,,,815.,1.22,2016-05-10,
47 UMa,b,Radial Velocity,1078.,2.1,0.032,2.53,14.08,1.03,2014-05-14,71.04
47 UMa,c,Radial Velocity,2391.,3.6,0.098,0.54,14.08,1.03,2014-05-14,71.04
47 UMa,d,Radial Velocity,14002.,11.6,0.16,1.64,14.08,1.03,2014-05-14,71.04
Kepler-308,c,Transit,15.38231,0.123,,,,,2014-05-14,
Kepler-308,b,Transit,9.694928,0.09,,,,,2014-05-14,
Kepler-400,b,Transit,9.024389,0.087,,,,,2014-05-14,
Kepler-400,c,Transit,17.340824,0.134,,,,,2014-05-14,
Kepler-925,b,Transit,33.8678531,,,,623.,0.77,2016-05-10,
Kepler-84,f,Transit,44.552169,0.25,,,,1.,2014-05-14,
Kepler-84,c,Transit,12.883,,,,,1.,2014-05-14,
Kepler-84,b,Transit,8.726,,,,,1.,2014-05-14,
Kepler-84,d,Transit,4.224537,0.052,,,,1.,2014-05-14,
Kepler-84,e,Transit,27.434389,0.181,,,,1.,2014-05-14,
Kepler-150,e,Transit,30.826557,0.189,,,,,2014-05-14,
Kepler-150,c,Transit,7.381998,0.073,,,,,2014-05-14,
Kepler-150,b,Transit,3.428054,0.044,,,,,2014-05-14,
Kepler-150,d,Transit,12.56093,0.104,,,,,2014-05-14,
Kepler-96,b,Transit,16.2385,,,0.027,,1.,2014-05-14,
HD 23596,b,Radial Velocity,1561.,2.772,0.266,7.71,52.,1.16,2014-05-14,
Kepler-1276,b,Transit,12.5720095,,,,587.,1.14,2016-05-10,
Kepler-348,b,Transit,7.05677,0.076,,,,1.15,2014-05-14,
Kepler-348,c,Transit,17.265427,0.138,,,,1.15,2014-05-14,
Kepler-580,b,Transit,8.22241966,,,,333.,0.67,2016-05-10,
Kepler-964,b,Transit,13.5225106,,,,478.,0.93,2016-05-10,
Kepler-1240,b,Transit,4.8663815,,,,614.,0.98,2016-05-10,
Kepler-304,d,Transit,9.653471,0.08,,,,0.8,2014-05-14,
Kepler-304,b,Transit,3.295709,0.039,,,,0.8,2014-05-14,
Kepler-304,c,Transit,5.315946,0.054,,,,0.8,2014-05-14,
Kepler-304,e,Transit,1.49914695,,,,,0.8,2016-05-10,
Kepler-53,c,Transit,38.5583038,,,15.74,,0.98,2014-05-14,
Kepler-53,d,Transit,9.751962,0.091,,,,0.98,2014-05-14,
Kepler-53,b,Transit,18.6489525,,,18.41,,0.98,2014-05-14,
Kepler-425,b,Transit,3.79701816,0.0464,0.33,0.25,650.,0.93,2014-10-03,
Kepler-1589,b,Transit,0.99166527,,,,1418.,1.18,2016-05-10,
Kepler-1277,b,Transit,40.8365012,,,,606.,0.94,2016-05-10,
Kepler-1566,b,Transit,0.53991524,,,,511.,0.84,2016-05-10,
Kepler-428,b,Transit,3.52563254,0.0433,0.22,1.27,720.,0.87,2014-10-03,
Kepler-49,c,Transit,10.9129343,,,0.72,,0.55,2014-05-14,
Kepler-49,d,Transit,2.576549,0.031,,,,0.55,2014-05-14,
Kepler-49,e,Transit,18.596108,0.116,,,,0.55,2014-05-14,
Kepler-49,b,Transit,7.2037945,,,0.98,,0.55,2014-05-14,
Kepler-633,b,Transit,8.50340718,,,,634.,1.02,2016-05-10,
Kepler-1417,b,Transit,20.3505213,,,,656.,1.02,2016-05-10,
Kepler-306,e,Transit,44.840975,0.227,,,,0.82,2014-05-14,
Kepler-306,c,Transit,7.240193,0.067,,,,0.82,2014-05-14,
Kepler-306,b,Transit,4.646186,0.05,,,,0.82,2014-05-14,
Kepler-306,d,Transit,17.326644,0.12,,,,0.82,2014-05-14,
Kepler-238,b,Transit,2.090876,0.034,,,,1.06,2014-05-14,
Kepler-238,e,Transit,23.654,,,0.534,,1.06,2014-05-14,
Kepler-238,f,Transit,50.447,,,0.042,,1.06,2014-05-14,
Kepler-238,d,Transit,13.233549,0.115,,,,1.06,2014-05-14,
Kepler-238,c,Transit,6.155557,0.069,,,,1.06,2014-05-14,
Kepler-581,b,Transit,40.6069821,,,,833.,1.,2016-05-10,
KIC 5437945,b,Transit,440.7813,,,,,1.07,2016-01-05,
KIC 5437945,c,Transit,220.1303357,,,,,1.07,2016-05-10,
Kepler-1647,b,Transit,1107.5923,2.7205,0.0581,1.51968,,1.22,2016-05-19,
Kepler-239,b,Transit,11.763051,0.095,,,,0.74,2014-05-14,
Kepler-239,c,Transit,56.228098,0.268,,,,0.74,2014-05-14,
Kepler-903,b,Transit,10.3507721,,,,829.,0.98,2016-05-10,
Kepler-903,c,Transit,62.9228557,,,,829.,0.98,2016-05-10,
KOI-142,b,Transit,10.95416,,0.05593,0.027,339.,0.96,2014-05-14,
KOI-142,c,Transit Timing Variations,22.3395,0.15525,0.05628,0.626,339.,0.96,2014-05-14,
Kepler-399,b,Transit,14.425281,0.103,,,,,2014-05-14,
Kepler-399,d,Transit,58.034616,0.261,,,,,2014-05-14,
Kepler-399,c,Transit,26.67569,0.155,,,,,2014-05-14,
Kepler-899,b,Transit,19.17891293,,,,1038.,0.93,2016-05-10,
Kepler-1438,b,Transit,2.31942009,,,,866.,0.97,2016-05-10,
Kepler-545,b,Transit,13.24934059,,,,831.,1.04,2016-05-10,
Kepler-926,b,Transit,52.0688601,,,,771.,1.01,2016-05-10,
Kepler-634,b,Transit,5.16950177,,,,757.,1.03,2016-05-10,
Kepler-970,b,Transit,16.73652231,,,,350.,0.7,2016-05-10,
Kepler-506,b,Transit,6.8834055,,,,231.,1.19,2016-05-10,
Kepler-1626,b,Transit,4.13962966,,,,1718.,1.51,2016-05-10,
Kepler-1125,b,Transit,17.6700642,,,,910.,0.95,2016-05-10,
Kepler-1310,b,Transit,0.67933627,,,,583.,0.91,2016-05-10,
Kepler-240,b,Transit,4.144495,0.048,,,,,2014-05-14,
Kepler-240,c,Transit,7.953528,0.074,,,,,2014-05-14,
Kepler-911,b,Transit,20.310501,,,,567.,1.34,2016-05-10,
Kepler-1401,b,Transit,11.20066445,,,,1242.,1.07,2016-05-10,
Kepler-1309,b,Transit,28.8432647,,,,845.,0.85,2016-05-10,
Kepler-1283,b,Transit,12.9460978,,,,1452.,1.16,2016-05-10,
Kepler-338,b,Transit,13.726976,0.117,,,,1.1,2014-05-14,
Kepler-338,e,Transit Timing Variations,9.341,,,0.027,,1.1,2014-05-28,
Kepler-338,d,Transit,44.431014,0.257,,,,1.1,2014-05-14,
Kepler-338,c,Transit,24.310856,0.172,,,,1.1,2014-05-14,
Kepler-635,b,Transit,23.44971004,,,,826.,1.33,2016-05-10,
Kepler-1565,b,Transit,1.53818844,,,,657.,0.76,2016-05-10,
Kepler-959,b,Transit,14.80074836,,,,1003.,1.6,2016-05-10,
Kepler-695,b,Transit,3.04033042,,,,620.,0.84,2016-05-10,
Kepler-1201,b,Transit,15.18725932,,,,1202.,1.15,2016-05-10,
Kepler-1347,b,Transit,14.00947528,,,,321.,0.82,2016-05-10,
Kepler-1640,b,Transit,7.5844126,,,,1379.,1.27,2016-05-10,
Kepler-1195,b,Transit,8.49642241,,,,812.,0.74,2016-05-10,
Kepler-1211,b,Transit,11.01816836,,,,1486.,0.96,2016-05-10,
HD 49674,b,Radial Velocity,4.94737,0.058,0.087,0.105,40.73,1.06,2014-07-23,24.55
Kepler-159,c,Transit,43.595792,0.218,,,,,2014-05-14,
