# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 26 12:47:48 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
rowid,pl_hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_mass
864,Kepler-151,15.22895800,0.116000,,,0.83
865,Kepler-151,24.67461200,0.160000,,,0.83
866,Kepler-152,18.20797300,0.124000,,,
867,Kepler-152,88.25505500,0.356000,,,
868,Kepler-153,18.87022700,0.129000,,,
869,Kepler-153,46.90232000,0.237000,,,
870,Kepler-154,33.04053200,0.198000,,,0.89
871,Kepler-154,62.30327600,0.303000,,,0.89
872,Kepler-155,5.93119400,0.056000,,,0.58
873,Kepler-155,52.66179300,0.242000,,,0.58
874,Kepler-156,4.97345600,0.054000,,,
875,Kepler-156,15.90680100,0.117000,,,
876,Kepler-157,1.73234200,0.028000,,,
877,Kepler-157,13.54050000,0.110000,,,
878,Kepler-158,16.70918400,0.111000,,,
879,Kepler-158,28.55138300,0.158000,,,
880,Kepler-159,10.13962300,0.082000,,,
881,Kepler-159,43.59579200,0.218000,,,
882,Kepler-16,228.77600000,0.704800,0.006900,0.33300,0.69
883,Kepler-160,4.30942700,0.050000,,,
884,Kepler-160,13.69908700,0.109000,,,
885,Kepler-161,4.92135500,0.054000,,,0.77
886,Kepler-161,7.06424000,0.068000,,,0.77
887,Kepler-162,6.91979800,0.069000,,,
888,Kepler-162,19.44635500,0.137000,,,
889,Kepler-163,7.81093700,0.078000,,,0.96
890,Kepler-163,21.34726200,0.152000,,,0.96
891,Kepler-164,5.03503000,0.058000,,,1.11
892,Kepler-164,10.94572300,0.097000,,,1.11
893,Kepler-164,28.98676900,0.187000,,,1.11
894,Kepler-165,8.18084800,0.072000,,,
895,Kepler-165,15.31299000,0.110000,,,
896,Kepler-166,7.65025400,0.072000,,,
897,Kepler-166,34.26028100,0.195000,,,
898,Kepler-167,4.39316320,0.048300,0.000000,,0.77
899,Kepler-167,7.40611400,0.068400,0.000000,,0.77
900,Kepler-167,21.80385500,0.140500,0.120000,,0.77
901,Kepler-167,1071.23228000,1.890000,0.062000,,0.77
902,Kepler-168,4.42539100,0.056000,,,
903,Kepler-168,13.19324200,0.116000,,,
904,Kepler-169,3.25061900,0.040000,,,0.86
905,Kepler-169,6.19546900,0.062000,,,0.86
906,Kepler-169,8.34812500,0.075000,,,0.86
907,Kepler-169,13.76710200,0.105000,,,0.86
908,Kepler-169,87.09019500,0.359000,,,0.86
909,Kepler-17,1.48571080,0.025910,0.011000,2.45000,1.16
910,Kepler-170,7.93059200,0.080000,,,
911,Kepler-170,16.66586300,0.131000,,,
912,Kepler-171,4.16697200,0.050000,,,
913,Kepler-171,11.46346200,0.098000,,,
914,Kepler-171,39.59551900,0.223000,,,
915,Kepler-172,2.94030900,0.040000,,,0.86
916,Kepler-172,6.38899600,0.068000,,,0.86
917,Kepler-172,14.62711900,0.118000,,,0.86
918,Kepler-172,35.11873600,0.211000,,,0.86
919,Kepler-173,4.26374200,0.048000,,,0.78
920,Kepler-173,8.00577700,0.074000,,,0.78
921,Kepler-174,13.98179000,0.100000,,,
922,Kepler-174,44.00052900,0.214000,,,
923,Kepler-174,247.35373000,0.677000,,,
924,Kepler-175,11.90351500,0.105000,,,1.04
925,Kepler-175,34.03525700,0.213000,,,1.04
926,Kepler-176,5.43307400,0.058000,,,
927,Kepler-176,12.75971200,0.102000,,,
928,Kepler-176,25.75197400,0.163000,,,
929,Kepler-177,36.85500000,,,0.00600,1.07
930,Kepler-177,49.41200000,,,0.02400,1.07
931,Kepler-178,9.57669400,0.085000,,,
932,Kepler-178,20.55280200,0.142000,,,
933,Kepler-178,96.67898800,0.397000,,,
934,Kepler-179,2.73592600,0.036000,,,
935,Kepler-179,6.40013000,0.064000,,,
936,Kepler-18,3.50472500,0.044700,0.000000,0.02200,0.97
937,Kepler-18,7.64159000,0.075200,0.000000,0.05400,0.97
938,Kepler-18,14.85888000,0.117200,0.000000,0.05200,0.97
939,Kepler-180,13.81712400,0.109000,,,0.84
940,Kepler-180,41.88577500,0.229000,,,0.84
941,Kepler-181,3.13787300,0.040000,,,
942,Kepler-181,4.30214900,0.049000,,,
943,Kepler-182,9.82579200,0.096000,,,1.14
944,Kepler-182,20.68434200,0.157000,,,1.14
945,Kepler-183,5.68794500,0.064000,,,
946,Kepler-183,11.63707100,0.103000,,,
947,Kepler-184,10.68757600,0.092000,,,
948,Kepler-184,20.30300500,0.141000,,,
949,Kepler-184,29.02235800,0.179000,,,
950,Kepler-185,1.63290000,0.026000,,,0.79
951,Kepler-185,20.72904200,0.139000,,,0.79
952,Kepler-186,3.88679070,0.034300,,,0.54
953,Kepler-186,7.26730200,0.045100,,,0.54
954,Kepler-186,13.34299600,0.078100,,,0.54
955,Kepler-186,22.40770400,0.110000,,,0.54
956,Kepler-186,129.94410000,0.432000,0.040000,,0.54
957,Kepler-187,4.93886400,0.059000,,,0.85
958,Kepler-187,10.64026300,0.099000,,,0.85
959,Kepler-188,2.06189700,0.032000,,,
960,Kepler-188,5.99655300,0.066000,,,
961,Kepler-189,10.39993100,0.088000,,,0.79
962,Kepler-189,20.13486600,0.137000,,,0.79
963,Kepler-19,9.28699440,,0.000000,0.06400,0.94
964,Kepler-19,160.00000000,,,6.00000,0.94
965,Kepler-190,2.01999900,0.030000,,,0.84
966,Kepler-190,3.76302400,0.045000,,,0.84
967,Kepler-191,9.93963200,0.087000,,,0.85
968,Kepler-191,17.73850600,0.128000,,,0.85
969,Kepler-192,9.92674600,0.090000,,,
970,Kepler-192,21.22340000,0.150000,,,
971,Kepler-193,11.38848000,0.106000,,,
972,Kepler-193,50.69749400,0.286000,,,
973,Kepler-194,2.09228100,0.032000,,,
974,Kepler-194,17.30803200,0.131000,,,
975,Kepler-194,52.81497300,0.275000,,,
976,Kepler-195,8.30787200,0.077000,,,
977,Kepler-195,34.09686300,0.197000,,,
978,Kepler-196,20.73988600,0.138000,,,
979,Kepler-196,47.42773700,0.240000,,,
980,Kepler-197,5.59930800,0.060000,,,
981,Kepler-197,10.34969500,0.090000,,,
982,Kepler-197,15.67756300,0.119000,,,
983,Kepler-197,25.20971500,0.164000,,,
984,Kepler-198,17.79003700,0.131000,,,0.93
985,Kepler-198,49.56741600,0.259000,,,0.93
986,Kepler-199,23.63760400,0.158000,,,
987,Kepler-199,67.09340800,0.316000,,,
988,Kepler-20,3.69612190,0.045370,0.320000,0.02700,0.91
989,Kepler-20,10.85409200,0.093000,0.400000,0.05100,0.91
990,Kepler-20,77.61184000,0.345300,0.600000,0.06300,0.91
991,Kepler-20,6.09849300,,0.280000,0.01000,0.91
992,Kepler-20,19.57706000,,0.320000,0.04500,0.91
993,Kepler-200,8.59480500,0.080000,,,
994,Kepler-200,10.22215700,0.090000,,,
995,Kepler-201,25.67208300,0.175000,,,1.17
996,Kepler-201,151.88405800,0.573000,,,1.17
997,Kepler-202,4.06942700,0.045000,,,
998,Kepler-202,16.28249300,0.113000,,,
999,Kepler-203,3.16269700,0.043000,,,0.98
1000,Kepler-203,5.37064700,0.061000,,,0.98
1001,Kepler-203,11.32972000,0.100000,,,0.98
1002,Kepler-204,14.40097400,0.117000,,,0.96
1003,Kepler-204,25.66059300,0.173000,,,0.96
1004,Kepler-205,2.75564000,0.032000,,,
1005,Kepler-205,20.30654600,0.122000,,,
1006,Kepler-206,7.78198700,0.078000,,,0.94
1007,Kepler-206,13.13747100,0.111000,,,0.94
1008,Kepler-206,23.44281000,0.163000,,,0.94
1009,Kepler-207,1.61186500,0.029000,,,
1010,Kepler-207,3.07157100,0.044000,,,
1011,Kepler-207,5.86807500,0.068000,,,
1012,Kepler-208,4.22864000,0.054000,,,1.03
1013,Kepler-208,7.46662300,0.079000,,,1.03
1014,Kepler-208,11.13178600,0.103000,,,1.03
1015,Kepler-208,16.25945800,0.132000,,,1.03
1016,Kepler-209,16.08784500,0.122000,,,
1017,Kepler-209,41.74988200,0.231000,,,
1018,Kepler-21,2.78575500,0.042507,0.000000,0.03300,1.34
1019,Kepler-210,2.45323400,0.032000,,,
1020,Kepler-210,7.97251300,0.070000,,,
1021,Kepler-211,4.13857500,0.048000,,,0.97
1022,Kepler-211,6.04045000,0.062000,,,0.97
1023,Kepler-212,16.25758200,0.133000,,,1.16
1024,Kepler-212,31.80517400,0.207000,,,1.16
1025,Kepler-213,2.46236000,0.036000,,,0.94
1026,Kepler-213,4.82296200,0.057000,,,0.94
1027,Kepler-214,15.66054400,0.130000,,,
1028,Kepler-214,28.77980000,0.194000,,,
1029,Kepler-215,9.36067200,0.084000,,,0.77
1030,Kepler-215,14.66710800,0.113000,,,0.77
1031,Kepler-215,30.86442300,0.185000,,,0.77
1032,Kepler-215,68.16101000,0.314000,,,0.77
1033,Kepler-216,7.69364100,0.079000,,,
1034,Kepler-216,17.40666900,0.136000,,,
1035,Kepler-217,5.37494300,0.065000,,,
1036,Kepler-217,8.58600400,0.089000,,,
1037,Kepler-218,3.61933700,0.046000,,,
1038,Kepler-218,44.69957600,0.248000,,,
1039,Kepler-219,4.58551200,0.057000,,,
1040,Kepler-219,22.71461300,0.165000,,,
1041,Kepler-219,47.90364500,0.272000,,,
1042,Kepler-22,289.86230000,0.849000,0.000000,0.11300,0.97
1043,Kepler-220,4.15980700,0.046000,,,
1044,Kepler-220,9.03419900,0.076000,,,
1045,Kepler-220,28.12239700,0.163000,,,
1046,Kepler-220,45.90273300,0.226000,,,
1047,Kepler-221,2.79590600,0.037000,,,0.72
1048,Kepler-221,5.69058600,0.059000,,,0.72
1049,Kepler-221,10.04156000,0.087000,,,0.72
1050,Kepler-221,18.36991700,0.130000,,,0.72
1051,Kepler-222,3.93698100,0.048000,,,
1052,Kepler-222,10.08881000,0.091000,,,
1053,Kepler-222,28.08191200,0.180000,,,
1054,Kepler-223,7.38410800,0.073000,,,
1055,Kepler-223,9.84818300,0.088000,,,
1056,Kepler-223,14.78875900,0.116000,,,
1057,Kepler-223,19.72173400,0.140000,,,
1058,Kepler-224,3.13292400,0.038000,,,0.74
1059,Kepler-224,5.92500300,0.058000,,,0.74
1060,Kepler-224,11.34939300,0.089000,,,0.74
1061,Kepler-224,18.64357700,0.124000,,,0.74
1062,Kepler-225,6.73897500,0.056000,,,
1063,Kepler-225,18.79423400,0.111000,,,
1064,Kepler-226,3.94099700,0.047000,,,0.86
1065,Kepler-226,5.34955500,0.058000,,,0.86
1066,Kepler-226,8.10904400,0.076000,,,0.86
1067,Kepler-227,9.48801500,0.090000,,,
1068,Kepler-227,54.41869400,0.290000,,,
1069,Kepler-228,2.56654600,0.038000,,,
1070,Kepler-228,4.13444400,0.052000,,,
1071,Kepler-228,11.09428600,0.101000,,,
1072,Kepler-229,6.25297200,0.062000,,,
1073,Kepler-229,16.06863800,0.117000,,,
1074,Kepler-229,41.19491200,0.220000,,,
1075,Kepler-23,7.10730000,0.075000,,0.80000,1.11
1076,Kepler-23,10.74210000,0.099000,,2.70000,1.11
1077,Kepler-23,15.27429900,0.124000,,,1.11
1078,Kepler-230,32.62555500,0.191000,,,
1079,Kepler-230,91.77324200,0.380000,,,
1080,Kepler-231,10.06527500,0.074000,,,0.58
1081,Kepler-231,19.27156600,0.114000,,,0.58
1082,Kepler-232,4.43122200,0.054000,,,
1083,Kepler-232,11.37934900,0.101000,,,
1084,Kepler-233,8.47238200,0.077000,,,
1085,Kepler-233,60.41895500,0.287000,,,
1086,Kepler-234,2.71150600,0.040000,,,
1087,Kepler-234,7.21205000,0.077000,,,
1088,Kepler-235,3.34022200,0.037000,,,0.59
1089,Kepler-235,7.82490400,0.065000,,,0.59
1090,Kepler-235,20.06054800,0.122000,,,0.59
1091,Kepler-235,46.18366900,0.213000,,,0.59
1092,Kepler-236,8.29561100,0.065000,,,0.56
1093,Kepler-236,23.96812700,0.132000,,,0.56
1094,Kepler-237,4.71510600,0.050000,,,0.70
1095,Kepler-237,8.10363600,0.071000,,,0.70
1096,Kepler-238,2.09087600,0.034000,,,1.06
1097,Kepler-238,6.15555700,0.069000,,,1.06
1098,Kepler-238,13.23354900,0.115000,,,1.06
1099,Kepler-238,23.65400000,,,0.53400,1.06
1100,Kepler-238,50.44700000,,,0.04200,1.06
1101,Kepler-239,11.76305100,0.095000,,,0.74
1102,Kepler-239,56.22809800,0.268000,,,0.74
1103,Kepler-24,8.14530000,0.080000,,1.60000,1.03
1104,Kepler-24,12.33350000,0.106000,,1.60000,1.03
1105,Kepler-24,4.24438400,0.051000,,,1.03
1106,Kepler-24,18.99835500,0.138000,,,1.03
1107,Kepler-240,4.14449500,0.048000,,,
1108,Kepler-240,7.95352800,0.074000,,,
1109,Kepler-241,12.71809200,0.094000,,,
1110,Kepler-241,36.06597800,0.189000,,,
1111,Kepler-242,8.20395000,0.075000,,,
1112,Kepler-242,14.49648100,0.109000,,,
1113,Kepler-243,5.71544200,0.062000,,,0.89
1114,Kepler-243,20.02621800,0.142000,,,0.89
1115,Kepler-244,4.31179200,0.050000,,,
1116,Kepler-244,9.76729200,0.087000,,,
1117,Kepler-244,20.05040100,0.140000,,,
1118,Kepler-245,7.49019000,0.071000,,,0.80
1119,Kepler-245,17.46081200,0.124000,,,0.80
1120,Kepler-245,36.27710800,0.202000,,,0.80
1121,Kepler-246,4.60182000,0.052000,,,0.86
1122,Kepler-246,11.18716100,0.095000,,,0.86
1123,Kepler-247,3.33616000,0.042000,,,
1124,Kepler-247,9.43945200,0.084000,,,
1125,Kepler-247,20.47791200,0.140000,,,
1126,Kepler-248,6.30820500,0.066000,,,
1127,Kepler-248,16.23949400,0.123000,,,
1128,Kepler-249,3.30653900,0.035000,,,
1129,Kepler-249,7.11370200,0.058000,,,
1130,Kepler-249,15.36845900,0.097000,,,
1131,Kepler-25,6.23850000,0.068000,,12.70000,1.19
1132,Kepler-25,12.72040000,0.110000,,4.16000,1.19
1133,Kepler-25,123.00000000,,,0.28300,1.19
1134,Kepler-250,4.14814100,0.048000,,,0.80
1135,Kepler-250,7.15680400,0.069000,,,0.80
1136,Kepler-250,17.64831200,0.127000,,,0.80
1137,Kepler-251,4.79093600,0.053000,,,0.91
1138,Kepler-251,16.51404300,0.122000,,,0.91
1139,Kepler-251,30.13300100,0.182000,,,0.91
1140,Kepler-251,99.64016100,0.404000,,,0.91
1141,Kepler-252,6.66839100,0.058000,,,0.52
1142,Kepler-252,10.84846300,0.080000,,,0.52
1143,Kepler-253,3.78398600,0.046000,,,
1144,Kepler-253,10.28195100,0.089000,,,
1145,Kepler-253,18.11986900,0.130000,,,
1146,Kepler-254,5.82666200,0.064000,,,
1147,Kepler-254,12.41218300,0.105000,,,
1148,Kepler-254,18.74647700,0.139000,,,
1149,Kepler-255,5.71460600,0.063000,,,0.97
1150,Kepler-255,9.94604700,0.092000,,,0.97
1151,Kepler-256,1.62049300,0.027000,,,1.02
1152,Kepler-256,3.38802000,0.045000,,,1.02
1153,Kepler-256,5.83917200,0.064000,,,1.02
1154,Kepler-256,10.68157200,0.096000,,,1.02
1155,Kepler-257,2.38266700,0.034000,,,
1156,Kepler-257,6.58148400,0.066000,,,
1157,Kepler-257,24.66455100,0.160000,,,
1158,Kepler-258,13.19722000,0.103000,,,0.80
1159,Kepler-258,33.65307900,0.193000,,,0.80
1160,Kepler-259,8.11531700,0.079000,,,
1161,Kepler-259,36.92493100,0.217000,,,
1162,Kepler-26,12.28000000,,,0.01611,0.54
1163,Kepler-26,17.25590000,,,0.01951,0.54
1164,Kepler-26,3.54391900,0.039000,,,0.54
1165,Kepler-26,46.82791500,0.220000,,,0.54
1166,Kepler-260,8.18739900,0.075000,,,0.88
1167,Kepler-260,76.05017800,0.332000,,,0.88
1168,Kepler-261,10.38122700,0.088000,,,0.87
1169,Kepler-261,24.57085800,0.156000,,,0.87
1170,Kepler-262,13.06085500,0.108000,,,
1171,Kepler-262,21.85372200,0.152000,,,
1172,Kepler-263,16.56808700,0.120000,,,
1173,Kepler-263,47.33277300,0.242000,,,
1174,Kepler-264,40.80623100,0.249000,,,1.32
1175,Kepler-264,140.10126100,0.566000,,,1.32
1176,Kepler-265,6.84626200,0.069000,,,1.03
1177,Kepler-265,17.02893700,0.127000,,,1.03
1178,Kepler-265,43.13061700,0.236000,,,1.03
1179,Kepler-265,67.83102400,0.319000,,,1.03
1180,Kepler-266,6.61833000,0.071000,,,0.99
1181,Kepler-266,107.72360100,0.457000,,,0.99
1182,Kepler-267,3.35372800,0.037000,,,0.56
1183,Kepler-267,6.87745000,0.060000,,,0.56
1184,Kepler-267,28.46451500,0.154000,,,0.56
1185,Kepler-268,25.93413800,0.180000,,,
1186,Kepler-268,83.44639300,0.391000,,,
1187,Kepler-269,5.32671800,0.061000,,,0.98
1188,Kepler-269,8.12789900,0.081000,,,0.98
1189,Kepler-27,15.33480000,0.118000,,9.11000,0.65
1190,Kepler-27,31.33090000,0.191000,,13.80000,0.65
1191,Kepler-270,11.47609400,0.107000,,,
1192,Kepler-270,25.26288700,0.180000,,,
1193,Kepler-271,5.21773800,0.056000,,,
1194,Kepler-271,7.41093500,0.071000,,,
1195,Kepler-272,2.97135300,0.038000,,,0.79
1196,Kepler-272,6.05734200,0.061000,,,0.79
1197,Kepler-272,10.93730400,0.091000,,,0.79
1198,Kepler-273,2.93653200,0.037000,,,
1199,Kepler-273,8.01492700,0.073000,,,
1200,Kepler-274,11.63478800,0.101000,,,
1201,Kepler-274,33.19786100,0.204000,,,
1202,Kepler-275,10.30068200,0.098000,,,1.24
1203,Kepler-275,16.08813400,0.132000,,,1.24
1204,Kepler-275,35.67606200,0.224000,,,1.24
1205,Kepler-276,14.12841000,0.119000,,,1.10
1206,Kepler-276,31.88400000,,,0.05200,1.10
1207,Kepler-276,48.64800000,,,0.05100,1.10
1208,Kepler-277,17.32400000,,,0.27500,1.12
1209,Kepler-277,33.00600000,,,0.20200,1.12
1210,Kepler-278,30.16054600,0.207000,,,
1211,Kepler-278,51.07877500,0.294000,,,
1212,Kepler-279,12.30968100,0.112000,,,1.10
1213,Kepler-279,35.73600000,,,0.15500,1.10
1214,Kepler-279,54.41400000,,,0.11800,1.10
1215,Kepler-28,5.91230000,0.062000,,1.51000,0.75
1216,Kepler-28,8.98580000,0.081000,,1.36000,0.75
1217,Kepler-280,2.13954200,0.032000,,,0.91
1218,Kepler-280,4.80709100,0.056000,,,0.91
1219,Kepler-281,14.64600800,0.117000,,,0.98
1220,Kepler-281,36.33737300,0.215000,,,0.98
1221,Kepler-282,9.22052400,0.082000,,,0.97
1222,Kepler-282,13.63872300,0.106000,,,0.97
1223,Kepler-282,24.80600000,,,0.19200,0.97
1224,Kepler-282,44.34700000,,,0.17700,0.97
1225,Kepler-283,11.00815100,0.082000,,,
1226,Kepler-283,92.74371100,0.341000,,,
1227,Kepler-284,12.69914900,0.104000,,,
1228,Kepler-284,37.51445600,0.213000,,,
1229,Kepler-285,2.63386700,0.036000,,,0.85
1230,Kepler-285,6.18667600,0.064000,,,0.85
1231,Kepler-286,1.79630200,0.027000,,,
1232,Kepler-286,3.46809500,0.042000,,,
1233,Kepler-286,5.91432300,0.061000,,,
1234,Kepler-286,29.22128900,0.176000,,,
1235,Kepler-287,20.34219900,0.145000,,,
1236,Kepler-287,44.85189600,0.246000,,,
1237,Kepler-288,6.09732600,0.065000,,,0.89
1238,Kepler-288,19.30577200,0.140000,,,0.89
1239,Kepler-288,56.63374200,0.287000,,,0.89
1240,Kepler-289,34.54500000,0.210000,,0.02300,1.08
1241,Kepler-289,125.85180000,0.510000,,0.42000,1.08
1242,Kepler-289,66.06340000,0.330000,,0.01300,1.08
1243,Kepler-29,10.33840000,,,0.01419,0.98
1244,Kepler-29,13.28840000,,,0.01259,0.98
1245,Kepler-290,14.58934700,0.110000,,,
1246,Kepler-290,36.77031000,0.205000,,,
1247,Kepler-291,3.54651100,0.047000,,,1.03
1248,Kepler-291,5.70078600,0.065000,,,1.03
1249,Kepler-292,2.58082700,0.035000,,,0.88
1250,Kepler-292,3.71533500,0.045000,,,0.88
1251,Kepler-292,7.05567900,0.068000,,,0.88
1252,Kepler-292,11.97901000,0.097000,,,0.88
1253,Kepler-292,20.83423700,0.141000,,,0.88
1254,Kepler-293,19.25419600,0.144000,,,1.01
1255,Kepler-293,54.15574300,0.286000,,,1.01
1256,Kepler-294,3.70121200,0.048000,,,
1257,Kepler-294,6.62640000,0.071000,,,
1258,Kepler-295,12.64516400,0.099000,,,
1259,Kepler-295,21.52625800,0.142000,,,
1260,Kepler-295,33.88405400,0.192000,,,
1261,Kepler-296,10.86438400,0.079000,0.330000,,0.50
1262,Kepler-296,5.84163660,0.052100,0.330000,,0.50
1263,Kepler-296,19.85029100,0.118000,0.330000,,0.50
1264,Kepler-296,34.14211000,0.169000,0.330000,,0.50
1265,Kepler-296,63.33627000,0.255000,0.330000,,0.50
1266,Kepler-297,38.87182600,0.217000,,,
1267,Kepler-297,74.92013700,0.336000,,,
1268,Kepler-298,10.47546400,0.080000,,,0.65
1269,Kepler-298,22.92881000,0.136000,,,0.65
1270,Kepler-298,77.47363300,0.305000,,,0.65
1271,Kepler-299,2.92712800,0.040000,,,0.97
1272,Kepler-299,6.88587500,0.070000,,,0.97
1273,Kepler-299,15.05478600,0.118000,,,0.97
1274,Kepler-299,38.28548900,0.220000,,,0.97
1275,Kepler-30,29.33434000,0.180000,0.042000,0.03600,0.99
1276,Kepler-30,60.32310500,0.300000,0.011100,2.01000,0.99
1277,Kepler-30,143.34394000,0.500000,0.022000,0.07300,0.99
1278,Kepler-300,10.44634700,0.094000,,,0.94
1279,Kepler-300,40.71495500,0.232000,,,0.94
1280,Kepler-301,2.50855300,0.036000,,,0.91
1281,Kepler-301,5.41902600,0.060000,,,0.91
1282,Kepler-301,13.75124300,0.112000,,,0.91
1283,Kepler-302,30.18410400,0.193000,,,
1284,Kepler-302,127.28218400,0.503000,,,
1285,Kepler-303,1.93705500,0.024000,,,0.59
1286,Kepler-303,7.06114900,0.057000,,,0.59
1287,Kepler-304,3.29570900,0.039000,,,0.80
1288,Kepler-304,5.31594600,0.054000,,,0.80
1289,Kepler-304,9.65347100,0.080000,,,0.80
1290,Kepler-305,5.48700000,,,0.03300,0.76
1291,Kepler-305,8.29100000,,,0.01900,0.76
1292,Kepler-305,16.73866100,0.121000,,,0.76
1293,Kepler-306,4.64618600,0.050000,,,0.82
1294,Kepler-306,7.24019300,0.067000,,,0.82
1295,Kepler-306,17.32664400,0.120000,,,0.82
1296,Kepler-306,44.84097500,0.227000,,,0.82
1297,Kepler-307,10.42080000,,,0.02341,0.91
1298,Kepler-307,13.07290000,,,0.01145,0.91
1299,Kepler-308,9.69492800,0.090000,,,
1300,Kepler-308,15.38231000,0.123000,,,
1301,Kepler-309,5.92365300,0.059000,,,
1302,Kepler-309,105.35638300,0.401000,,,
1303,Kepler-31,20.86130000,0.160000,,,1.21
1304,Kepler-31,42.63180000,0.260000,,4.70000,1.21
1305,Kepler-31,87.64510000,0.400000,,6.80000,1.21
1306,Kepler-310,13.93069800,0.111000,,,0.85
1307,Kepler-310,56.47542000,0.281000,,,0.85
1308,Kepler-310,92.87612500,0.392000,,,0.85
1309,Kepler-311,9.17609200,0.087000,,,1.06
1310,Kepler-311,19.73828600,0.145000,,,1.06
1311,Kepler-312,1.77241900,0.031000,,,1.23
1312,Kepler-312,19.74741200,0.153000,,,1.23
1313,Kepler-313,14.97041800,0.125000,,,0.90
1314,Kepler-313,32.27327300,0.208000,,,0.90
1315,Kepler-314,2.46106900,0.035000,,,1.02
1316,Kepler-314,5.96039200,0.064000,,,1.02
1317,Kepler-315,96.10114100,0.402000,,,0.78
1318,Kepler-315,265.46933500,0.791000,,,0.78
1319,Kepler-316,2.24050800,0.027000,,,0.53
1320,Kepler-316,6.82776600,0.058000,,,0.53
1321,Kepler-317,5.52424200,0.061000,,,0.95
1322,Kepler-317,8.77501000,0.083000,,,0.95
1323,Kepler-318,4.66271500,0.056000,,,1.05
1324,Kepler-318,11.81500700,0.105000,,,1.05
1325,Kepler-319,4.36270500,0.051000,,,1.29
1326,Kepler-319,6.94135700,0.069000,,,1.29
1327,Kepler-319,31.78192500,0.191000,,,1.29
1328,Kepler-32,5.90124000,0.050000,,4.10000,0.58
1329,Kepler-32,8.75220000,0.090000,,0.50000,0.58
1330,Kepler-32,22.78020000,0.130000,,,0.58
1331,Kepler-32,2.89600000,0.033000,,,0.58
1332,Kepler-32,0.74296000,0.013000,,,0.58
1333,Kepler-320,8.37155400,0.085000,,,
1334,Kepler-320,17.93493700,0.142000,,,
1335,Kepler-321,4.91537900,0.057000,,,1.01
1336,Kepler-321,13.09392100,0.110000,,,1.01
1337,Kepler-322,1.65388800,0.027000,,,0.91
1338,Kepler-322,4.33723400,0.051000,,,0.91
1339,Kepler-323,1.67832700,0.028000,,,1.09
1340,Kepler-323,3.55382200,0.046000,,,1.09
1341,Kepler-324,4.38531500,0.050000,,,0.86
1342,Kepler-324,51.80561200,0.260000,,,0.86
1343,Kepler-325,4.54443900,0.053000,,,0.87
1344,Kepler-325,12.76217200,0.105000,,,0.87
1345,Kepler-325,38.71518500,0.220000,,,0.87
1346,Kepler-326,2.24832900,0.032000,,,0.98
1347,Kepler-326,4.58035800,0.051000,,,0.98
1348,Kepler-326,6.76688800,0.066000,,,0.98
1349,Kepler-327,2.54957500,0.029000,,,0.55
1350,Kepler-327,5.21233300,0.047000,,,0.55
1351,Kepler-327,13.96945700,0.090000,,,0.55
1352,Kepler-328,34.92100000,,,0.09000,1.15
1353,Kepler-328,71.31200000,,,0.12400,1.15
1354,Kepler-329,7.41639700,0.061000,,,0.53
1355,Kepler-329,18.68473700,0.113000,,,0.53
1356,Kepler-33,5.66793000,0.067700,0.000000,,1.29
1357,Kepler-33,13.17562000,0.118900,0.000000,,1.29
1358,Kepler-33,21.77596000,0.166200,0.000000,,1.29
1359,Kepler-33,31.78440000,0.213800,0.000000,,1.29
1360,Kepler-33,41.02902000,0.253500,0.000000,,1.29
1361,Kepler-330,8.25978000,0.075000,,,0.78
1362,Kepler-330,15.95538700,0.116000,,,0.78
1363,Kepler-331,8.45749600,0.065000,,,0.51
1364,Kepler-331,17.28111000,0.105000,,,0.51
1365,Kepler-331,32.13432800,0.159000,,,0.51
1366,Kepler-332,7.62632400,0.070000,,,0.80
1367,Kepler-332,15.99562200,0.114000,,,0.80
1368,Kepler-332,34.21154000,0.189000,,,0.80
1369,Kepler-333,12.55115800,0.087000,,,0.54
1370,Kepler-333,24.08821000,0.135000,,,0.54
1371,Kepler-334,5.47031900,0.061000,,,1.00
1372,Kepler-334,12.75800500,0.107000,,,1.00
1373,Kepler-334,25.09849000,0.168000,,,1.00
1374,Kepler-335,6.56233100,0.075000,,,0.99
1375,Kepler-335,67.84446900,0.356000,,,0.99
1376,Kepler-336,2.02482300,0.033000,,,0.89
1377,Kepler-336,9.60000100,0.092000,,,0.89
1378,Kepler-336,20.67877200,0.154000,,,0.89
1379,Kepler-337,3.29278100,0.045000,,,0.96
1380,Kepler-337,9.69320100,0.093000,,,0.96
1381,Kepler-338,13.72697600,0.117000,,,1.10
1382,Kepler-338,24.31085600,0.172000,,,1.10
1383,Kepler-338,44.43101400,0.257000,,,1.10
1384,Kepler-338,9.34100000,,,0.02700,1.10
1385,Kepler-339,4.97765600,0.055000,,,0.84
1386,Kepler-339,6.98805500,0.069000,,,0.84
1387,Kepler-339,10.55834500,0.091000,,,0.84
