# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 29 06:57:43 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN pl_name:        Planet Name
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
#
rowid,pl_hostname,pl_letter,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,pl_name,pl_massj
542,HD 5583,b,139.35000000,0.530000,0.076000,5.78000,221.00,1.01,HD 5583 b,
543,HD 5608,b,792.60000000,1.900000,0.190000,1.40000,58.17,1.55,HD 5608 b,
544,HD 564,b,492.30000000,1.200000,0.096000,0.33000,53.60,0.96,HD 564 b,
545,HD 5891,b,177.11000000,0.760000,0.066000,7.60000,150.60,1.91,HD 5891 b,
546,HD 60532,b,201.30000000,0.759000,0.280000,1.03000,25.70,1.44,HD 60532 b,
547,HD 60532,c,604.00000000,1.580000,0.020000,2.46000,25.70,1.44,HD 60532 c,
548,HD 62509,b,589.64000000,1.640000,0.020000,2.30000,10.34,2.10,HD 62509 b,
549,HD 63454,b,2.81804900,0.036800,0.000000,0.39800,35.80,0.84,HD 63454 b,
550,HD 63765,b,358.00000000,0.940000,0.240000,0.64000,32.62,,HD 63765 b,
551,HD 6434,b,22.01700000,0.148000,0.146000,0.44000,40.32,0.89,HD 6434 b,
552,HD 65216,b,572.40000000,1.300000,0.000000,1.26000,35.59,0.92,HD 65216 b,
553,HD 65216,c,152.60000000,0.540000,0.020000,0.17000,35.59,0.92,HD 65216 c,
554,HD 66141,b,480.50000000,1.200000,0.070000,6.00000,80.06,1.10,HD 66141 b,
555,HD 66428,b,1973.00000000,3.180000,0.465000,2.82000,55.04,1.10,HD 66428 b,
556,HD 67087,b,352.20000000,1.080000,0.170000,3.06000,88.81,1.36,HD 67087 b,
557,HD 67087,c,2374.00000000,3.860000,0.760000,4.85000,88.81,1.36,HD 67087 c,
558,HD 6718,b,2496.00000000,3.560000,0.100000,1.56000,54.90,0.96,HD 6718 b,
559,HD 68988,b,6.27711000,0.070400,0.124900,1.86000,58.82,1.18,HD 68988 b,
560,HD 69830,b,8.66700000,0.078500,0.100000,0.03210,12.58,0.86,HD 69830 b,
561,HD 69830,c,31.56000000,0.186000,0.130000,0.03710,12.58,0.86,HD 69830 c,
562,HD 69830,d,197.00000000,0.630000,0.070000,0.05700,12.58,0.86,HD 69830 d,
563,HD 70573,b,851.80000000,1.760000,0.400000,6.10000,45.70,1.00,HD 70573 b,
564,HD 70642,b,2068.00000000,3.230000,0.034000,1.97000,28.76,1.05,HD 70642 b,
565,HD 7199,b,615.00000000,1.360000,0.190000,0.29000,35.88,0.89,HD 7199 b,
566,HD 72659,b,3658.00000000,4.740000,0.220000,3.15000,51.40,1.06,HD 72659 b,
567,HD 73256,b,2.54858000,0.037000,0.029000,1.87000,36.52,1.05,HD 73256 b,
568,HD 73267,b,1260.00000000,2.198000,0.256000,3.06000,54.91,0.89,HD 73267 b,
569,HD 73526,b,188.90000000,0.650000,0.290000,2.25000,94.61,1.01,HD 73526 b,
570,HD 73526,c,379.10000000,1.030000,0.280000,2.25000,94.61,1.01,HD 73526 c,
571,HD 73534,b,1770.00000000,3.067000,0.074000,1.10300,81.00,1.23,HD 73534 b,
572,HD 74156,b,51.64500000,0.292000,0.627000,1.80000,64.60,1.24,HD 74156 b,
573,HD 74156,c,2473.00000000,3.850000,0.432000,8.06000,64.60,1.24,HD 74156 c,
574,HD 7449,b,1275.00000000,2.300000,0.820000,1.11000,38.52,1.05,HD 7449 b,
575,HD 75289,b,3.50926700,0.048200,0.034000,0.46700,28.94,1.21,HD 75289 b,
576,HD 75784,b,341.70000000,1.073000,0.130000,1.15000,68.70,1.41,HD 75784 b,
577,HD 75898,b,418.20000000,1.190000,0.100000,2.51000,80.58,1.28,HD 75898 b,
578,HD 76700,b,3.97100000,0.049000,0.000000,0.19700,59.70,1.00,HD 76700 b,
579,HD 77338,b,5.73610000,0.061400,0.090000,0.05000,41.27,0.93,HD 77338 b,0.05000
580,HD 7924,b,5.39792000,0.056640,0.058000,0.02731,16.82,0.83,HD 7924 b,
581,HD 7924,c,15.29900000,0.113400,0.098000,0.02473,16.82,0.83,HD 7924 c,
582,HD 7924,d,24.45100000,0.155100,0.210000,0.02026,16.82,0.83,HD 7924 d,
583,HD 79498,b,1966.10000000,3.130000,0.590000,1.34000,48.64,,HD 79498 b,
584,HD 80606,b,111.43570000,0.449000,0.933200,3.94000,29.04,0.97,HD 80606 b,3.94000
585,HD 81040,b,1001.70000000,1.940000,0.526000,6.86000,32.56,0.96,HD 81040 b,
586,HD 81688,b,184.02000000,0.810000,0.000000,2.70000,88.26,2.10,HD 81688 b,
587,HD 82886,b,705.00000000,1.650000,0.066000,1.30000,112.23,1.06,HD 82886 b,
588,HD 82943,b,441.47000000,1.183060,0.162000,1.68100,27.46,1.20,HD 82943 b,1.68100
589,HD 82943,c,220.07800000,0.743450,0.366300,1.95900,27.46,1.20,HD 82943 c,1.95900
590,HD 83443,b,2.98569800,0.040600,0.012000,0.39800,43.53,0.90,HD 83443 b,
591,HD 8535,b,1313.00000000,2.450000,0.150000,0.68000,52.50,1.13,HD 8535 b,
592,HD 85390,b,788.00000000,1.520000,0.410000,0.13200,33.96,0.76,HD 85390 b,
593,HD 85512,b,58.43000000,0.260000,0.110000,0.01100,11.15,0.69,HD 85512 b,
594,HD 8574,b,227.00000000,0.757000,0.297000,1.80000,44.20,1.12,HD 8574 b,
595,HD 86081,b,2.13750000,0.035000,0.008000,1.50000,91.16,1.21,HD 86081 b,
596,HD 86226,b,1695.00000000,2.840000,0.150000,0.92000,42.48,1.06,HD 86226 b,
597,HD 86264,b,1475.00000000,2.860000,0.700000,7.00000,72.57,,HD 86264 b,
598,HD 8673,b,1634.00000000,3.020000,0.723000,14.20000,38.26,,HD 8673 b,
599,HD 87883,b,2754.00000000,3.600000,0.530000,1.78000,18.06,,HD 87883 b,
600,HD 88133,b,3.41587000,0.047200,0.133000,0.29900,74.46,1.20,HD 88133 b,
601,HD 89307,b,2157.00000000,3.270000,0.241000,1.78000,30.88,,HD 89307 b,
602,HD 89744,b,256.78000000,0.918000,0.673000,8.44000,39.00,1.56,HD 89744 b,
603,HD 90156,b,49.77000000,0.250000,0.310000,0.05700,22.09,0.84,HD 90156 b,
604,HD 92788,b,325.00000000,0.960000,0.350000,3.58000,32.32,1.10,HD 92788 b,
605,HD 93083,b,143.58000000,0.477000,0.140000,0.37000,28.90,0.70,HD 93083 b,
606,HD 9446,b,30.05200000,0.189000,0.200000,0.70000,52.85,1.00,HD 9446 b,
607,HD 9446,c,192.90000000,0.654000,0.060000,1.82000,52.85,1.00,HD 9446 c,
608,HD 95086,b,,55.700000,,5.00000,91.57,1.60,HD 95086 b,5.00000
609,HD 95089,b,507.00000000,1.510000,0.157000,1.20000,149.03,1.58,HD 95089 b,
610,HD 95127,b,482.00000000,1.280000,0.110000,5.01000,332.00,1.20,HD 95127 b,
611,HD 95872,b,4375.00000000,5.200000,0.060000,4.60000,7.56,0.95,HD 95872 b,
612,HD 96063,b,361.10000000,0.990000,0.030000,0.90000,132.80,1.02,HD 96063 b,
613,HD 96127,b,647.30000000,1.400000,0.300000,4.00000,221.24,0.91,HD 96127 b,
614,HD 96167,b,498.90000000,1.300000,0.710000,0.68000,84.03,1.31,HD 96167 b,
615,HD 97658,b,9.49030000,0.080000,0.078000,0.02400,21.30,0.77,HD 97658 b,0.02400
616,HD 98219,b,436.90000000,1.230000,0.112000,1.80000,150.38,1.30,HD 98219 b,
617,HD 98649,b,4951.00000000,5.600000,0.850000,6.80000,42.77,1.00,HD 98649 b,
618,HD 99109,b,439.30000000,1.105000,0.090000,0.50200,60.46,0.93,HD 99109 b,
619,HD 99492,b,17.05400000,0.123000,0.070000,0.07900,55.70,0.85,HD 99492 b,
620,HD 99706,b,868.00000000,2.140000,0.365000,1.40000,130.89,1.72,HD 99706 b,
621,HIP 105854,b,184.20000000,0.810000,0.020000,8.20000,84.60,2.10,HIP 105854 b,
622,HIP 107773,b,144.30000000,0.720000,0.090000,1.98000,,2.42,HIP 107773 b,
623,HIP 109384,b,499.48000000,1.134000,0.549000,1.56000,56.20,0.78,HIP 109384 b,
624,HIP 109600,b,232.08000000,0.706000,0.163000,2.68000,58.60,0.87,HIP 109600 b,
625,HIP 116454,b,9.12050000,0.090600,0.205000,0.03700,55.20,0.78,HIP 116454 b,0.03700
626,HIP 12961,b,57.43500000,0.250000,0.166000,0.35000,23.80,,HIP 12961 b,
627,HIP 14810,b,6.67385500,0.069200,0.142700,3.88000,52.88,0.99,HIP 14810 b,
628,HIP 14810,c,147.73000000,0.545000,0.164000,1.28000,52.88,0.99,HIP 14810 c,
629,HIP 14810,d,952.00000000,1.890000,0.173000,0.57000,52.88,0.99,HIP 14810 d,
630,HIP 5158,b,345.72000000,0.890000,0.520000,1.42000,44.80,0.78,HIP 5158 b,
631,HIP 5158,c,9017.76000000,7.700000,0.140000,15.04000,44.80,0.78,HIP 5158 c,
632,HIP 57050,b,41.39700000,0.163506,0.314000,0.29800,11.03,,HIP 57050 b,
633,HIP 57274,b,8.13520000,0.070000,0.187000,0.03650,25.87,,HIP 57274 b,
634,HIP 57274,c,32.03000000,0.178000,0.050000,0.40902,25.87,,HIP 57274 c,
635,HIP 57274,d,431.70000000,1.010000,0.270000,0.52670,25.87,,HIP 57274 d,
636,HIP 63242,b,124.60000000,0.565000,0.230000,9.18000,149.25,1.54,HIP 63242 b,
637,HIP 65407,b,28.12500000,0.177000,0.140000,0.42800,55.50,0.93,HIP 65407 b,
638,HIP 65407,c,67.30000000,0.316000,0.120000,0.78400,55.50,0.93,HIP 65407 c,
639,HIP 65891,b,1084.50000000,2.810000,0.130000,6.00000,,2.50,HIP 65891 b,
640,HIP 67851,b,88.90000000,0.460000,0.050000,1.38000,,1.63,HIP 67851 b,
641,HIP 67851,c,2131.80000000,3.820000,0.170000,5.98000,,1.63,HIP 67851 c,
642,HIP 70849,b,17337.50000000,20.250000,0.715000,9.00000,23.98,,HIP 70849 b,
643,HIP 74890,b,822.30000000,2.100000,0.070000,2.40000,91.49,1.74,HIP 74890 b,
644,HIP 75458,b,511.09800000,1.275000,0.712400,8.82000,31.33,1.05,HIP 75458 b,
645,HIP 78530,b,,740.000000,,23.00000,156.70,2.50,HIP 78530 b,23.00000
646,HIP 79431,b,111.70000000,0.360000,0.290000,2.10000,14.90,,HIP 79431 b,
647,HIP 8541,b,1560.20000000,2.800000,0.160000,5.50000,168.63,1.17,HIP 8541 b,
648,HIP 91258,b,5.05050000,0.057000,0.024000,1.06800,44.46,0.95,HIP 91258 b,
649,HIP 97233,b,1058.80000000,2.550000,0.610000,20.00000,106.50,1.93,HIP 97233 b,
650,HN Peg,b,,773.000000,,21.99870,18.39,,HN Peg b,21.99870
651,HR 810,b,312.00000000,0.910000,0.150000,2.13000,17.24,,HR 810 b,
652,HR 8799,b,170000.00000000,68.000000,,7.00000,39.40,1.51,HR 8799 b,7.00000
653,HR 8799,c,69000.00000000,38.000000,,10.00000,39.40,1.51,HR 8799 c,10.00000
654,HR 8799,d,37000.00000000,24.000000,,10.00000,39.40,1.51,HR 8799 d,10.00000
655,HR 8799,e,18000.00000000,14.500000,,,39.40,1.51,HR 8799 e,
656,K2-10,b,19.30440000,,0.310000,0.08495,271.00,0.92,K2-10 b,0.08495
657,K2-11,b,39.93767000,0.225700,,,2019.00,1.35,K2-11 b,
658,K2-12,b,8.28212000,0.080200,,,294.00,1.01,K2-12 b,
659,K2-13,b,39.91488000,0.211400,,,290.00,0.80,K2-13 b,
660,K2-14,b,8.36802000,0.062700,,,219.00,0.47,K2-14 b,
661,K2-15,b,11.81040000,0.091000,,,437.00,0.72,K2-15 b,
662,K2-16,b,7.62067000,0.066200,,,324.00,0.67,K2-16 b,
663,K2-16,c,19.07536000,0.122000,,,324.00,0.67,K2-16 c,
664,K2-17,b,17.96753000,0.119000,,,134.00,0.71,K2-17 b,
665,K2-18,b,32.94488000,0.149100,,,34.00,0.41,K2-18 b,
666,K2-19,b,7.92110100,0.076200,0.119000,0.13844,291.00,0.95,K2-19 b,0.13844
667,K2-19,c,11.90727000,0.100100,,0.05003,291.00,0.95,K2-19 c,0.05003
668,K2-21,b,9.32414000,0.073100,,,65.00,0.64,K2-21 b,
669,K2-21,c,15.50120000,0.102600,,,65.00,0.64,K2-21 c,
670,K2-22,b,0.38107800,0.008800,,1.40000,225.00,0.60,K2-22 b,1.40000
671,K2-24,b,20.88510000,0.154000,0.000000,0.06607,181.00,1.12,K2-24 b,0.06607
672,K2-24,c,42.36330000,0.247000,0.000000,0.08495,181.00,1.12,K2-24 c,0.08495
673,K2-25,b,3.48455200,,0.270000,,45.70,0.29,K2-25 b,
674,K2-26,b,14.56650000,0.096200,,,93.00,0.56,K2-26 b,
675,K2-27,b,6.77145000,,0.160000,0.09156,,0.89,K2-27 b,0.09156
676,K2-28,b,2.26045500,0.021400,0.000000,,53.00,0.26,K2-28 b,
677,K2-29,b,3.25883210,0.042170,0.066000,0.73000,185.00,0.94,K2-29 b,0.73000
678,K2-3,b,10.05429000,0.077500,0.060000,0.02643,42.00,0.61,K2-3 b,0.02643
679,K2-3,c,24.64910000,0.140500,0.040000,0.00661,42.00,0.61,K2-3 c,0.00661
680,K2-3,d,44.57050000,0.208600,0.045000,0.03492,42.00,0.61,K2-3 d,0.03492
681,K2-30,b,4.09850300,0.048390,0.000000,0.57900,278.00,0.90,K2-30 b,0.57900
682,K2-4,b,10.00329000,0.077700,,,,0.63,K2-4 b,
683,K2-5,b,5.73491000,0.050900,,,,0.53,K2-5 b,
684,K2-5,c,10.93406000,0.078300,,,,0.53,K2-5 c,
685,K2-6,b,30.94191000,0.189800,,,,0.97,K2-6 b,
686,K2-7,b,28.67992000,0.181400,,,,0.97,K2-7 b,
687,K2-8,b,10.35176000,0.085600,,,,0.79,K2-8 b,
688,K2-9,b,18.44980000,0.091000,,,110.00,0.30,K2-9 b,
689,KELT-1,b,1.21751400,0.024660,0.009900,27.23000,262.00,1.32,KELT-1 b,27.23000
690,KELT-10,b,4.16627390,0.052500,,0.67900,183.00,1.11,KELT-10 b,0.67900
691,KELT-14,b,1.71005880,0.029560,0.000000,1.19600,201.00,1.18,KELT-14 b,1.19600
692,KELT-15,b,3.32944100,0.046130,0.000000,0.91000,291.00,1.18,KELT-15 b,0.91000
693,KELT-2 A,b,4.11379120,0.054960,0.000000,1.52200,124.22,1.31,KELT-2 A b,1.52200
694,KELT-3,b,2.70339040,0.041220,0.000000,1.47700,178.00,1.28,KELT-3 b,1.47700
695,KELT-4 A,b,2.98959320,0.043170,0.000000,0.90200,210.00,1.20,KELT-4 A b,0.90200
696,KELT-6,b,7.84558210,0.080000,0.029000,0.44200,222.00,1.13,KELT-6 b,
697,KELT-6,c,1276.00000000,2.390000,0.210000,3.71000,222.00,1.13,KELT-6 c,
698,KELT-7,b,2.73477490,0.044150,0.000000,1.28000,129.00,1.53,KELT-7 b,1.28000
699,KELT-8,b,3.24406000,0.045710,0.035000,0.86700,236.00,1.21,KELT-8 b,0.86700
700,KIC 10001893,b,0.21970000,,,,,,KIC 10001893 b,
701,KIC 10001893,c,0.32528000,,,,,,KIC 10001893 c,
702,KIC 10001893,d,0.81161000,,,,,,KIC 10001893 d,
703,KIC 10525077,b,854.08300000,,,,,1.01,KIC 10525077 b,
704,KIC 3558849,b,1322.30000000,,,,,0.98,KIC 3558849 b,
705,KIC 5437945,b,440.78130000,,,,,1.07,KIC 5437945 b,
706,KIC 5951458,b,1320.10000000,,,,,0.98,KIC 5951458 b,
707,KIC 8540376,b,31.80990000,,,,,1.04,KIC 8540376 b,
708,KIC 8540376,c,75.20000000,,,,,1.04,KIC 8540376 c,
709,KIC 9663113,b,572.38470000,,,,,0.98,KIC 9663113 b,
710,KOI-12,b,17.85523330,0.151000,0.720000,10.00000,426.00,1.45,KOI-12 b,10.00000
711,KOI-13,b,1.76358800,0.036410,0.000640,9.28000,,1.72,KOI-13 b,9.28000
712,KOI-142,b,10.95416000,,0.055930,0.02700,339.00,0.96,KOI-142 b,0.02700
713,KOI-142,c,22.33950000,0.155250,0.056280,0.62600,339.00,0.96,KOI-142 c,0.62600
714,KOI-217,b,3.90512000,0.047700,0.000000,,800.00,0.95,KOI-217 b,
715,KOI-351,b,7.00815100,0.074000,,,780.00,1.20,KOI-351 b,
716,KOI-351,c,8.71937500,0.089000,,,780.00,1.20,KOI-351 c,
717,KOI-351,d,59.73667000,0.320000,,,780.00,1.20,KOI-351 d,
718,KOI-351,e,91.93913000,0.420000,,,780.00,1.20,KOI-351 e,
719,KOI-351,f,124.91440000,0.480000,,,780.00,1.20,KOI-351 f,
720,KOI-351,g,210.60697000,0.710000,,,780.00,1.20,KOI-351 g,
721,KOI-351,h,331.60059000,1.010000,,,780.00,1.20,KOI-351 h,
722,KOI-55,b,0.24010400,0.006000,,0.00140,1180.00,0.50,KOI-55 b,0.00140
723,KOI-55,c,0.34288700,0.007600,,0.00210,1180.00,0.50,KOI-55 c,0.00210
724,KOI-94,b,3.74320800,0.051190,0.250000,0.03300,,1.28,KOI-94 b,0.03300
725,KOI-94,c,10.42364800,0.101300,0.430000,0.04900,,1.28,KOI-94 c,0.04900
726,KOI-94,d,22.34298900,0.168400,0.022000,0.33400,,1.28,KOI-94 d,0.33400
727,KOI-94,e,54.32031000,0.304600,0.019000,0.11000,,1.28,KOI-94 e,0.11000
728,Kapteyn,c,121.54000000,0.311000,0.230000,0.02200,3.92,0.28,Kapteyn c,
729,Kepler-10,b,0.83749100,0.017200,,0.01450,173.00,0.91,Kepler-10 b,0.01450
730,Kepler-10,c,45.29430100,,0.000000,0.05400,173.00,0.91,Kepler-10 c,0.05400
731,Kepler-100,b,6.88705000,,,0.02300,,1.08,Kepler-100 b,0.02300
732,Kepler-100,c,12.81590000,,,0.00300,,1.08,Kepler-100 c,0.00300
733,Kepler-100,d,35.33310000,,,0.00900,,1.08,Kepler-100 d,0.00900
734,Kepler-101,b,3.48768120,0.047400,0.086000,0.16000,,1.17,Kepler-101 b,0.16000
735,Kepler-101,c,6.02976000,0.068400,0.000000,0.01000,,1.17,Kepler-101 c,0.01000
736,Kepler-102,b,5.28696000,,,0.00100,,0.81,Kepler-102 b,0.00100
737,Kepler-102,c,7.07142000,,,0.00900,,0.81,Kepler-102 c,0.00900
738,Kepler-102,d,10.31170000,,,0.01200,,0.81,Kepler-102 d,0.01200
739,Kepler-102,e,16.14570000,,,0.02800,,0.81,Kepler-102 e,0.02800
740,Kepler-102,f,27.45360000,,,0.00200,,0.81,Kepler-102 f,0.00200
741,Kepler-103,b,15.96540000,,,0.03100,,1.09,Kepler-103 b,0.03100
742,Kepler-103,c,179.61200000,,,0.11400,,1.09,Kepler-103 c,0.11400
743,Kepler-104,b,11.42754800,0.094000,,,,0.81,Kepler-104 b,
744,Kepler-104,c,23.66820500,0.153000,,,,0.81,Kepler-104 c,
745,Kepler-104,d,51.75539400,0.257000,,,,0.81,Kepler-104 d,
746,Kepler-105,b,5.41220000,0.066000,0.470000,,,0.96,Kepler-105 b,
747,Kepler-105,c,7.12620000,,,0.01447,,0.96,Kepler-105 c,0.01447
748,Kepler-106,b,6.16486000,,,0.00050,,1.00,Kepler-106 b,0.00050
749,Kepler-106,c,13.57080000,,,0.03300,,1.00,Kepler-106 c,0.03300
750,Kepler-106,d,23.98020000,,,0.02500,,1.00,Kepler-106 d,0.02500
751,Kepler-106,e,43.84450000,,,0.03500,,1.00,Kepler-106 e,0.03500
752,Kepler-107,b,3.17999700,0.044000,,,,,Kepler-107 b,
753,Kepler-107,c,4.90142500,0.059000,,,,,Kepler-107 c,
754,Kepler-107,d,7.95820300,0.082000,,,,,Kepler-107 d,
755,Kepler-107,e,14.74904900,0.123000,,,,,Kepler-107 e,
756,Kepler-108,b,49.18392100,0.292000,,,,0.87,Kepler-108 b,
757,Kepler-108,c,190.32349400,0.721000,,,,0.87,Kepler-108 c,
758,Kepler-109,b,6.48163000,,,0.00400,,1.04,Kepler-109 b,0.00400
759,Kepler-109,c,21.22270000,,,0.00700,,1.04,Kepler-109 c,0.00700
760,Kepler-11,b,10.30390000,0.091000,0.045000,0.00600,613.00,0.96,Kepler-11 b,0.00600
761,Kepler-11,c,13.02410000,0.107000,0.026000,0.00900,613.00,0.96,Kepler-11 c,0.00900
762,Kepler-11,d,22.68450000,0.155000,0.004000,0.02300,613.00,0.96,Kepler-11 d,0.02300
763,Kepler-11,e,31.99960000,0.195000,0.012000,0.02500,613.00,0.96,Kepler-11 e,0.02500
764,Kepler-11,f,46.68880000,0.250000,0.013000,0.00600,613.00,0.96,Kepler-11 f,0.00600
765,Kepler-11,g,118.38070000,0.466000,0.150000,0.07900,613.00,0.96,Kepler-11 g,0.07900
766,Kepler-110,b,12.69111200,0.107000,,,,,Kepler-110 b,
767,Kepler-110,c,31.71977500,0.198000,,,,,Kepler-110 c,
768,Kepler-111,b,3.34181500,0.046000,,,,,Kepler-111 b,
769,Kepler-111,c,224.78460800,0.761000,,,,,Kepler-111 c,
770,Kepler-112,b,8.40887800,0.076000,,,,,Kepler-112 b,
771,Kepler-112,c,28.57426300,0.172000,,,,,Kepler-112 c,
772,Kepler-113,b,4.75400000,,,0.03700,,0.75,Kepler-113 b,0.03700
773,Kepler-113,c,8.92507000,,,0.02700,,0.75,Kepler-113 c,0.02700
774,Kepler-114,b,5.18854900,0.053000,,,,0.56,Kepler-114 b,
775,Kepler-114,c,8.04100000,,,0.00900,,0.56,Kepler-114 c,0.00900
776,Kepler-114,d,11.77600000,,,0.01200,,0.56,Kepler-114 d,0.01200
777,Kepler-115,b,2.40367900,0.036000,,,,1.00,Kepler-115 b,
778,Kepler-115,c,8.99088900,0.087000,,,,1.00,Kepler-115 c,
779,Kepler-116,b,5.96873400,0.069000,,,,1.16,Kepler-116 b,
780,Kepler-116,c,13.07163000,0.116000,,,,1.16,Kepler-116 c,
781,Kepler-117,b,18.79592280,0.144500,0.049300,0.09400,1430.00,1.13,Kepler-117 b,0.09400
782,Kepler-117,c,50.79039100,0.280400,0.032300,1.84000,1430.00,1.13,Kepler-117 c,1.84000
783,Kepler-118,b,7.51849600,0.073000,,,,0.86,Kepler-118 b,
784,Kepler-118,c,20.17202000,0.141000,,,,0.86,Kepler-118 c,
785,Kepler-119,b,2.42208200,0.035000,,,,,Kepler-119 b,
786,Kepler-119,c,4.12510300,0.049000,,,,,Kepler-119 c,
787,Kepler-12,b,4.43796290,0.055300,,0.43200,600.00,1.17,Kepler-12 b,0.43200
788,Kepler-120,b,6.31250100,0.055000,,,,,Kepler-120 b,
789,Kepler-120,c,12.79458500,0.088000,,,,,Kepler-120 c,
790,Kepler-121,b,3.17742200,0.039000,,,,,Kepler-121 b,
791,Kepler-121,c,41.00801100,0.216000,,,,,Kepler-121 c,
792,Kepler-122,b,5.76619300,0.064000,,,,0.99,Kepler-122 b,
793,Kepler-122,c,12.46598800,0.108000,,,,0.99,Kepler-122 c,
794,Kepler-122,d,21.58747500,0.155000,,,,0.99,Kepler-122 d,
795,Kepler-122,e,37.99327300,0.227000,,,,0.99,Kepler-122 e,
796,Kepler-122,f,56.26800000,,,0.11300,,0.99,Kepler-122 f,0.11300
797,Kepler-123,b,17.23236600,0.135000,,,,1.03,Kepler-123 b,
798,Kepler-123,c,26.69507400,0.181000,,,,1.03,Kepler-123 c,
799,Kepler-124,b,3.41049300,0.039000,,,,,Kepler-124 b,
800,Kepler-124,c,13.82137500,0.100000,,,,,Kepler-124 c,
801,Kepler-124,d,30.95085100,0.170000,,,,,Kepler-124 d,
802,Kepler-125,b,4.16438900,0.041000,,,,0.55,Kepler-125 b,
803,Kepler-125,c,5.77446400,0.051000,,,,0.55,Kepler-125 c,
804,Kepler-126,b,10.49571100,0.099000,,,,,Kepler-126 b,
805,Kepler-126,c,21.86974100,0.162000,,,,,Kepler-126 c,
806,Kepler-126,d,100.28313400,0.448000,,,,,Kepler-126 d,
807,Kepler-127,b,14.43588900,0.125000,,,,,Kepler-127 b,
808,Kepler-127,c,29.39319500,0.200000,,,,,Kepler-127 c,
809,Kepler-127,d,48.63040800,0.280000,,,,,Kepler-127 d,
810,Kepler-128,b,15.09000000,,,0.09700,,1.18,Kepler-128 b,0.09700
811,Kepler-128,c,22.80400000,,,0.10500,,1.18,Kepler-128 c,0.10500
812,Kepler-129,b,15.79186000,0.131000,,,,1.18,Kepler-129 b,
813,Kepler-129,c,82.20017000,0.393000,,,,1.18,Kepler-129 c,
814,Kepler-130,b,8.45745800,0.079000,,,,1.00,Kepler-130 b,
815,Kepler-130,c,27.50868000,0.178000,0.000000,,,1.00,Kepler-130 c,
816,Kepler-130,d,87.51790500,0.377000,,,,1.00,Kepler-130 d,
817,Kepler-131,b,16.09200000,,,0.05100,,1.02,Kepler-131 b,0.05100
818,Kepler-131,c,25.51690000,,,0.02600,,1.02,Kepler-131 c,0.02600
819,Kepler-132,b,6.17819600,0.067000,,,,,Kepler-132 b,
820,Kepler-132,c,6.41491400,0.068000,,,,,Kepler-132 c,
821,Kepler-132,d,18.01019900,0.136000,,,,,Kepler-132 d,
822,Kepler-133,b,8.12997600,0.083000,,,,,Kepler-133 b,
823,Kepler-133,c,31.51758600,0.204000,,,,,Kepler-133 c,
824,Kepler-134,b,5.31742900,0.060000,,,,,Kepler-134 b,
825,Kepler-134,c,10.10578500,0.092000,,,,,Kepler-134 c,
826,Kepler-135,b,6.00253000,0.067000,,,,,Kepler-135 b,
827,Kepler-135,c,11.44870800,0.103000,,,,,Kepler-135 c,
828,Kepler-136,b,11.57890000,0.106000,,,,1.20,Kepler-136 b,
829,Kepler-136,c,16.39923500,0.133000,,,,1.20,Kepler-136 c,
830,Kepler-137,b,8.43638700,0.077000,,,,,Kepler-137 b,
831,Kepler-137,c,18.73575300,0.130000,,,,,Kepler-137 c,
832,Kepler-138,b,10.31260000,,,0.00021,,0.52,Kepler-138 b,0.00021
833,Kepler-138,c,13.78130000,,,0.00620,,0.52,Kepler-138 c,0.00620
834,Kepler-138,d,23.08810000,,,0.00201,,0.52,Kepler-138 d,0.00201
835,Kepler-139,b,15.77104400,0.127000,,,,1.08,Kepler-139 b,
836,Kepler-139,c,157.07287800,0.586000,,,,1.08,Kepler-139 c,
837,Kepler-14,b,6.79012300,,0.035000,8.40000,980.00,1.51,Kepler-14 b,8.40000
838,Kepler-140,b,3.25427000,0.045000,,,,,Kepler-140 b,
839,Kepler-140,c,91.35328200,0.414000,,,,,Kepler-140 c,
840,Kepler-141,b,3.10767500,0.039000,,,,1.00,Kepler-141 b,
841,Kepler-141,c,7.01060600,0.067000,,,,1.00,Kepler-141 c,
842,Kepler-142,b,2.02415200,0.032000,,,,0.99,Kepler-142 b,
843,Kepler-142,c,4.76170200,0.057000,,,,0.99,Kepler-142 c,
844,Kepler-142,d,41.80911800,0.242000,,,,0.99,Kepler-142 d,
845,Kepler-143,b,16.00758300,0.127000,,,,,Kepler-143 b,
846,Kepler-143,c,27.08251100,0.181000,,,,,Kepler-143 c,
847,Kepler-144,b,5.88527300,0.066000,,,,1.03,Kepler-144 b,
848,Kepler-144,c,10.10466500,0.094000,,,,1.03,Kepler-144 c,
849,Kepler-145,b,22.95100000,,,0.11700,,1.32,Kepler-145 b,0.11700
